# T1(b) -- LWM-PASS LEDGER (coordinate last half). DERIVED (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r2.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- rows whose elapsed_secs EXCEEDS the full ledger's elapsed
#   midpoint. One record per row i of that window at which topgun_or_prune_low_water_mark STRICTLY
#   INCREASES relative to row i-1. Row i-1 is the LEDGER's immediately preceding row, which for the
#   window's first row lies just outside the window; that is the literal reading of R3's derivation
#   and it is what makes the predicate defined for every row of the window.
# WHAT THIS LEDGER ANSWERS: what the AGGREGATE index looked like as the LWM walked past. WHAT IT
#   CANNOT DISTINGUISH: "epoch e's refs were never indexed" from "they were indexed and left the index
#   earlier". T1(a) -- per-epoch index membership -- is OUT-OF-SCOPE (a per-epoch labelled emission on
#   the prune path is a .rs change R0.4 forbids categorically); owner TODO-634. THIS TABLE IS NOT ITS
#   ANSWER and hypothesis (a) is addressed in DIRECTION ONLY.
# refs_per_indexed_epoch IS A MEAN OVER THE INDEX, NOT A PER-EPOCH VALUE. It is indexed_refs divided
#   by indexed_epochs, and it is EMPTY when indexed_epochs = 0.
# EVENTS_IN_BUCKET (C3) is the number of LWM ADVANCE EVENTS attributable to this bucket, read as the
#   delta of topgun_or_prune_lwm_advances_total across (i-1, i]. It is published, never averaged.
#   epochs_passed (lwm_after - lwm_before) is published beside it and is not assumed to be 1.
# The d_*_since_prev_pass columns are deltas since the PREVIOUS ROW OF THIS TABLE (the previous
#   LWM-pass bucket), exact between the two SAMPLED instants. On the first row of the table there is
#   no previous pass, so all three are EMPTY -- never zero, never a substitute.
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark:
#   this table's rows are a PROJECTION of T5's epoch rows, and agreement between the two is a
#   RESTATEMENT, NOT CORROBORATION. The measured equality rate for this replicate is published in the
#   header of the t5-fate table.
t_secs,lwm_before,lwm_after,epochs_passed,current_epoch,indexed_refs,indexed_epochs,refs_per_indexed_epoch,eligible_refs,ineligible_refs,d_tombstone_bytes_since_prev_pass,d_bytes_freed_since_prev_pass,d_nonempty_drains_since_prev_pass,EVENTS_IN_BUCKET
23740,754,755,1,755,1177,2,588.500000,0,1042,20424,0,0,1
23770,755,756,1,756,1104,2,552.000000,0,1031,21321,0,0,1
23810,756,757,1,757,1374,2,687.000000,0,1045,29233,0,0,1
23840,757,758,1,758,1283,2,641.500000,0,1027,20884,0,0,1
23870,758,759,1,759,1161,2,580.500000,0,1014,20194,0,0,1
23900,759,760,1,760,1099,2,549.500000,0,1008,21574,0,0,1
23940,760,761,1,761,1371,2,685.500000,0,1013,29302,0,0,1
23970,761,762,1,762,1303,2,651.500000,0,1032,21413,0,0,1
24000,762,763,1,763,1209,2,604.500000,0,1030,20815,0,0,1
24030,763,764,1,764,1024,2,512.000000,0,1023,18745,0,0,1
24070,764,765,1,765,1288,2,644.000000,0,1022,29072,0,0,1
24100,765,766,1,766,1209,2,604.500000,0,1021,21206,0,0,1
24130,766,767,1,767,1100,2,550.000000,0,1006,20539,0,0,1
24160,767,768,1,768,1034,2,517.000000,0,1034,21413,0,0,1
24200,768,769,1,769,1299,2,649.500000,0,1037,29095,0,0,1
24230,769,770,1,770,1223,2,611.500000,0,1036,21252,0,0,1
24260,770,771,1,771,1159,2,579.500000,0,1033,21528,0,0,1
24290,771,772,1,772,1042,2,521.000000,0,1039,20309,0,0,1
24330,772,773,1,773,1172,2,586.000000,0,1017,25990,0,0,1
24360,773,774,1,774,1091,2,545.500000,0,1024,21137,0,0,1
24400,774,775,1,775,1376,2,688.000000,0,1011,29555,0,0,1
24430,775,776,1,776,1238,2,619.000000,0,1072,19826,0,0,1
24460,776,777,1,777,1139,2,569.500000,0,1029,20723,0,0,1
24500,777,778,1,778,1303,2,651.500000,0,1117,26772,0,0,1
24530,778,779,1,779,1183,2,591.500000,0,1056,20240,0,0,1
24570,779,780,1,780,1337,2,668.500000,0,1121,26542,0,0,1
24600,780,781,1,781,1219,2,609.500000,0,1045,20309,0,0,1
24640,781,782,1,782,1361,2,680.500000,0,1152,26266,0,0,1
24670,782,783,1,783,1279,2,639.500000,0,1068,21091,0,0,1
24700,783,784,1,784,1148,2,574.000000,0,1050,19987,0,0,1
24730,784,785,1,785,1062,2,531.000000,0,1042,21022,0,0,1
24770,785,786,1,786,1299,2,649.500000,0,1027,28497,0,0,1
24800,786,787,1,787,1200,2,600.000000,0,1020,20677,0,0,1
24830,787,788,1,788,1101,2,550.500000,0,1052,20723,0,0,1
24870,788,789,1,789,1321,2,660.500000,0,1036,28083,0,0,1
24900,789,790,1,790,1170,2,585.000000,0,1032,19504,0,0,1
24940,790,791,1,791,1323,2,661.500000,0,1043,26519,0,0,1
24970,791,792,1,792,1162,2,581.000000,0,1051,19343,0,0,1
25000,792,793,1,793,1037,2,518.500000,0,1008,20079,0,0,1
25040,793,794,1,794,1257,2,628.500000,0,1006,28129,0,0,1
25070,794,795,1,795,1086,2,543.000000,0,1015,18998,0,0,1
25110,795,796,1,796,1260,2,630.000000,0,1012,27025,0,0,1
25140,796,797,1,797,1127,2,563.500000,0,1029,19918,0,0,1
25180,797,798,1,798,1371,2,685.500000,0,1059,28635,0,0,1
25210,798,799,1,799,1132,2,566.000000,0,1044,17503,0,0,1
25240,799,800,1,800,1045,2,522.500000,0,1017,20976,0,0,1
25280,800,801,1,801,1293,2,646.500000,0,1032,28704,0,0,1
25310,801,802,1,802,1193,2,596.500000,0,1068,20723,0,0,1
25340,802,803,1,803,1096,2,548.000000,0,1050,20746,0,0,1
25380,803,804,1,804,1326,2,663.000000,0,1026,28290,0,0,1
25410,804,805,1,805,1202,2,601.000000,0,1068,20171,0,0,1
25440,805,806,1,806,1063,2,531.500000,0,1028,19780,0,0,1
25480,806,807,1,807,1303,2,651.500000,0,1074,28520,0,0,1
25510,807,808,1,808,1050,2,525.000000,0,1039,17181,0,0,1
25550,808,809,1,809,1256,2,628.000000,0,1048,27738,0,0,1
25580,809,810,1,810,1101,2,550.500000,0,1048,19458,0,0,1
25620,810,811,1,811,1315,2,657.500000,0,1060,27899,0,0,1
25650,811,812,1,812,1178,2,589.000000,0,1017,19895,0,0,1
25680,812,813,1,813,1085,2,542.500000,0,1055,20815,0,0,1
25720,813,814,1,814,1322,2,661.000000,0,1067,28451,0,0,1
25750,814,815,1,815,1204,2,602.000000,0,1021,20286,0,0,1
25780,815,816,1,816,1137,2,568.500000,0,1034,21459,0,0,1
25820,816,817,1,817,1373,2,686.500000,0,1066,28428,0,0,1
25850,817,818,1,818,1276,2,638.000000,0,1012,20769,0,0,1
25880,818,819,1,819,1149,2,574.500000,0,1039,20102,0,0,1
25910,819,820,1,820,1061,2,530.500000,0,1038,20953,0,0,1
25950,820,821,1,821,1296,2,648.000000,0,1074,28405,0,0,1
25980,821,822,1,822,1207,2,603.500000,0,1072,20953,0,0,1
26010,822,823,1,823,1140,2,570.000000,0,1070,21482,0,0,1
26050,823,824,1,824,1388,2,694.000000,0,1068,28681,0,0,1
26080,824,825,1,825,1314,2,657.000000,0,1069,21298,0,0,1
26111,825,826,1,826,1114,2,557.000000,0,1030,18400,0,0,1
26150,826,827,1,827,1346,2,673.000000,0,1065,28336,0,0,1
26180,827,828,1,828,1250,2,625.000000,0,1067,20838,0,0,1
26210,828,829,1,829,1109,2,554.500000,0,1021,19711,0,0,1
26250,829,830,1,830,1384,2,692.000000,0,1171,29371,0,0,1
26280,830,831,1,831,1253,2,626.500000,0,1056,19964,0,0,1
26310,831,832,1,832,1152,2,576.000000,0,1013,20654,0,0,1
26340,832,833,1,833,1049,2,524.500000,0,1011,20654,0,0,1
26380,833,834,1,834,1310,2,655.000000,0,1068,28980,0,0,1
26410,834,835,1,835,1111,2,555.500000,0,1008,18423,0,0,1
26450,835,836,1,836,1309,2,654.500000,0,1018,27600,0,0,1
26480,836,837,1,837,1214,2,607.000000,0,1021,20769,0,0,1
26510,837,838,1,838,1132,2,566.000000,0,1058,21114,0,0,1
26550,838,839,1,839,1351,2,675.500000,0,1056,28037,0,0,1
26580,839,840,1,840,1262,2,631.000000,0,1021,20953,0,0,1
26610,840,841,1,841,1127,2,563.500000,0,1006,19895,0,0,1
26650,841,842,1,842,1356,2,678.000000,0,1041,28267,0,0,1
26680,842,843,1,843,1269,2,634.500000,0,1038,20999,0,0,1
26710,843,844,1,844,1057,2,528.500000,0,1023,18124,0,0,1
26750,844,845,1,845,1287,2,643.500000,0,1025,28290,0,0,1
26780,845,846,1,846,1195,2,597.500000,0,1062,20884,0,0,1
26810,846,847,1,847,1046,2,523.000000,0,1041,19573,0,0,1
26850,847,848,1,848,1288,2,644.000000,0,1061,28566,0,0,1
26880,848,849,1,849,1171,2,585.500000,0,1057,20309,0,0,1
26910,849,850,1,850,1086,2,543.000000,0,1031,21045,0,0,1
26950,850,851,1,851,1348,2,674.000000,0,1106,29026,0,0,1
26980,851,852,1,852,1219,2,609.500000,0,1061,20033,0,0,1
27010,852,853,1,853,1032,2,516.000000,0,1002,18699,0,0,1
27050,853,854,1,854,1251,2,625.500000,0,1056,28037,0,0,1
27080,854,855,1,855,1162,2,581.000000,0,1039,20953,0,0,1
27110,855,856,1,856,1019,2,509.500000,0,1013,19734,0,0,1
27150,856,857,1,857,1292,2,646.000000,0,1048,29256,0,0,1
27180,857,858,1,858,1198,2,599.000000,0,1056,20861,0,0,1
27210,858,859,1,859,1050,2,525.000000,0,1009,19573,0,0,1
27250,859,860,1,860,1286,2,643.000000,0,1038,28428,0,0,1
27280,860,861,1,861,1150,2,575.000000,0,1059,19872,0,0,1
27320,861,862,1,862,1339,2,669.500000,0,1026,27370,0,0,1
27350,862,863,1,863,1227,2,613.500000,0,1010,20401,0,0,1
27380,863,864,1,864,1124,2,562.000000,0,1004,20631,0,0,1
27420,864,865,1,865,1380,2,690.000000,0,1038,28911,0,0,1
27450,865,866,1,866,1231,2,615.500000,0,1030,19550,0,0,1
27480,866,867,1,867,1120,2,560.000000,0,1042,20470,0,0,1
27520,867,868,1,868,1366,2,683.000000,0,1026,28635,0,0,1
27550,868,869,1,869,1260,2,630.000000,0,1067,20585,0,0,1
27580,869,870,1,870,1127,2,563.500000,0,1007,19918,0,0,1
27620,870,871,1,871,1256,2,628.000000,0,1021,25990,0,0,1
27650,871,872,1,872,1130,2,565.000000,0,1019,20079,0,0,1
27690,872,873,1,873,1401,2,700.500000,0,1061,29233,0,0,1
27720,873,874,1,874,1310,2,655.000000,0,1055,20930,0,0,1
27750,874,875,1,875,1153,2,576.500000,0,1001,19366,0,0,1
27780,875,876,1,876,1053,2,526.500000,0,1035,20700,0,0,1
27820,876,877,1,877,1296,2,648.000000,0,1042,28589,0,0,1
27850,877,878,1,878,1200,2,600.000000,0,1007,20792,0,0,1
27880,878,879,1,879,1078,2,539.000000,0,1012,20217,0,0,1
27920,879,880,1,880,1220,2,610.000000,0,1065,26243,0,0,1
27951,880,881,1,881,1132,2,566.000000,0,1050,20999,0,0,1
27990,881,882,1,882,1360,2,680.000000,0,1028,28221,0,0,1
28020,882,883,1,883,1256,2,628.000000,0,1006,20608,0,0,1
28050,883,884,1,884,1120,2,560.000000,0,1043,19872,0,0,1
28090,884,885,1,885,1367,2,683.500000,0,1027,28704,0,0,1
28120,885,886,1,886,1230,2,615.000000,0,1058,19826,0,0,1
28150,886,887,1,887,1108,2,554.000000,0,1034,20217,0,0,1
28190,887,888,1,888,1299,2,649.500000,0,1030,27393,0,0,1
28220,888,889,1,889,1189,2,594.500000,0,1004,20447,0,0,1
28250,889,890,1,890,1094,2,547.000000,0,1026,20838,0,0,1
28290,890,891,1,891,1303,2,651.500000,0,1028,27784,0,0,1
28320,891,892,1,892,1194,2,597.000000,0,1027,20493,0,0,1
28350,892,893,1,893,1065,2,532.500000,0,1025,20033,0,0,1
28390,893,894,1,894,1343,2,671.500000,0,1004,29394,0,0,1
28420,894,895,1,895,1220,2,610.000000,0,1079,20194,0,0,1
28450,895,896,1,896,1108,2,554.000000,0,1036,20401,0,0,1
28480,896,897,1,897,1012,2,506.000000,0,1001,20815,0,0,1
28520,897,898,1,898,1091,2,545.500000,0,1016,24794,0,0,1
28560,898,899,1,899,1329,2,664.500000,0,1140,28497,0,0,1
28590,899,900,1,900,1206,2,603.000000,0,1038,20148,0,0,1
28620,900,901,1,901,1106,2,553.000000,0,1070,20723,0,0,1
28660,901,902,1,902,1313,2,656.500000,0,1043,27738,0,0,1
28690,902,903,1,903,1191,2,595.500000,0,1003,20194,0,0,1
28720,903,904,1,904,1092,2,546.000000,0,1064,20746,0,0,1
28760,904,905,1,905,1308,2,654.000000,0,1037,27945,0,0,1
28790,905,906,1,906,1195,2,597.500000,0,1016,20424,0,0,1
